2,3,9															
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	Vietnamese	EN	CEN	Edited JP	CDE	Romaji (Phonetics)	Column2
vo_eny_eny_	enemy_00_	investigate_accident_start_00	vo_eny_eny_enemy_00_investigate_accident_start_00	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	Chuyện quái gì vậy?	What happened?	2	JAPANESE	1		
vo_eny_eny_	enemy_00_	investigate_accident_start_01	vo_eny_eny_enemy_00_investigate_accident_start_01	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	Sao nó lại xảy ra được?	How did this happen?	4		0		
vo_eny_eny_	enemy_00_	investigate_accident_start_02	vo_eny_eny_enemy_00_investigate_accident_start_02	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	Đéo thể nào!	Impossible!	1		0		
vo_eny_eny_	enemy_00_	investigate_accident_start_03	vo_eny_eny_enemy_00_investigate_accident_start_03	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	N-nhưng…sao?!	B-but…how?!	1		0		
vo_eny_eny_	enemy_00_	investigate_accident_start_04	vo_eny_eny_enemy_00_investigate_accident_start_04	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	Không! Nó không thể!	No! It can't be!	4		0		
vo_eny_eny_	enemy_00_	investigate_accident_stop_00	vo_eny_eny_enemy_00_investigate_accident_stop_00	omuk	hambo	Enemy	accepting	stops investigating accident	Đời mày quá đen…	Such a shame…	3	JAPANESE	1		
vo_eny_eny_	enemy_00_	investigate_accident_stop_01	vo_eny_eny_enemy_00_investigate_accident_stop_01	omuk	hambo	Enemy	accepting	stops investigating accident	Nghiệp chướng ư?	Karma, eh?	2		0		
vo_eny_eny_	enemy_00_	investigate_accident_stop_02	vo_eny_eny_enemy_00_investigate_accident_stop_02	omuk	hambo	Enemy	accepting	stops investigating accident	Thảm họa khủng khiếp…	A terrible tragedy…	3		0		
vo_eny_eny_	enemy_00_	investigate_accident_stop_03	vo_eny_eny_enemy_00_investigate_accident_stop_03	omuk	hambo	Enemy	accepting	stops investigating accident	Hôm nay mày đến hạn rồi.	Fate was unkind today.	4		0		
vo_eny_eny_	enemy_00_	investigate_accident_stop_04	vo_eny_eny_enemy_00_investigate_accident_stop_04	omuk	hambo	Enemy	accepting	stops investigating accident	Bọn tao không thể làm gì hơn.	Nothing we can do.	4		0		
vo_eny_eny_	enemy_00_	investigate_bush_00	vo_eny_eny_enemy_00_investigate_bush_00	omuk	hambo	Enemy	agressive	searches bushes for player characters	Nấp trong bụi cây hả?!	Hiding in the bushes?!	4	JAPANESE	1		
vo_eny_eny_	enemy_00_	investigate_bush_01	vo_eny_eny_enemy_00_investigate_bush_01	omuk	hambo	Enemy	agressive	searches bushes for player characters	Đừng cố mà nấp nữa!	Don't try to hide!	4		0		
vo_eny_eny_	enemy_00_	investigate_bush_02	vo_eny_eny_enemy_00_investigate_bush_02	omuk	hambo	Enemy	agressive	searches bushes for player characters	Mày không thể lừa được tao!	You cannot fool me!	4		0		
vo_eny_eny_	enemy_00_	investigate_bush_03	vo_eny_eny_enemy_00_investigate_bush_03	omuk	hambo	Enemy	agressive	searches bushes for player characters	Thu thập thông tin từ bụi cây hả?	Crawling through the thicket?	4		0		
vo_eny_eny_	enemy_00_	investigate_bush_04	vo_eny_eny_enemy_00_investigate_bush_04	omuk	hambo	Enemy	agressive	searches bushes for player characters	Bụi cây không thể bảo vệ mày!	The brush won't protect you!	5		0		
vo_eny_eny_	enemy_00_	investigate_door_00	vo_eny_eny_enemy_00_investigate_door_00	omuk	hambo	Enemy	agressive	follows player character inside buildings	Nấp ở đây hả?	Hiding in there, huh?	4	JAPANESE	1		
vo_eny_eny_	enemy_00_	investigate_door_01	vo_eny_eny_enemy_00_investigate_door_01	omuk	hambo	Enemy	agressive	follows player character inside buildings	Tao biết mày ở đây!	I know you're in there!	5		0		
vo_eny_eny_	enemy_00_	investigate_door_02	vo_eny_eny_enemy_00_investigate_door_02	omuk	hambo	Enemy	agressive	follows player character inside buildings	Mày nghĩ mày an toàn khi ở đây hả?	You think you're safe in there?	6		0		
vo_eny_eny_	enemy_00_	investigate_end_00	vo_eny_eny_enemy_00_investigate_end_00	omuk	hambo	Enemy	tension releases	stops investigating area (same as squad solo)	Không có ai ở đây.	Nobody here.	2	JAPANESE	1		
vo_eny_eny_	enemy_00_	investigate_end_01	vo_eny_eny_enemy_00_investigate_end_01	omuk	hambo	Enemy	tension releases	stops investigating area (same as squad solo)	Đi rồi.	Gone.	1		0		
vo_eny_eny_	enemy_00_	investigate_end_02	vo_eny_eny_enemy_00_investigate_end_02	omuk	hambo	Enemy	tension releases	stops investigating area (same as squad solo)	Không có gì.	Nothing.	1		0		
vo_eny_eny_	enemy_00_	investigate_end_03	vo_eny_eny_enemy_00_investigate_end_03	omuk	hambo	Enemy	tension releases	stops investigating area (same as squad solo)	Hmm. Đã bỏ chạy…	Hmm. Ran away…	3		0		
vo_eny_eny_	enemy_00_	investigate_end_04	vo_eny_eny_enemy_00_investigate_end_04	omuk	hambo	Enemy	tension releases	stops investigating area (same as squad solo)	Heh. Chạy trốn rồi.	Heh. Must have fled.	4		0		
vo_eny_eny_	enemy_00_	investigate_end_05	vo_eny_eny_enemy_00_investigate_end_05	omuk	hambo	Enemy	tension releases	stops investigating area (same as squad solo)	Huh…không thể tìm thấy ai.	Huh…can't find anyone.	3		0		
vo_eny_eny_	enemy_00_	investigate_missing_00	vo_eny_eny_enemy_00_investigate_missing_00	omuk	hambo	Enemy	annoyed	searches the area for missing friend	Hello?	Hello?	1		0		
vo_eny_eny_	enemy_00_	investigate_missing_01	vo_eny_eny_enemy_00_investigate_missing_01	omuk	hambo	Enemy	annoyed	searches the area for missing friend	Mày đang nấp quanh đây phải không?	Are you hiding somewhere?	4		0		
vo_eny_eny_	enemy_00_	investigate_missing_02	vo_eny_eny_enemy_00_investigate_missing_02	omuk	hambo	Enemy	annoyed	searches the area for missing friend	Mày đang ở đó?	Are you there?	3		0		
vo_eny_eny_	enemy_00_	investigate_missing_03	vo_eny_eny_enemy_00_investigate_missing_03	omuk	hambo	Enemy	annoyed	searches the area for missing friend	Tao đếch có tâm trạng cho chuyện này đâu nhé!	I'm not in the mood for this!	7		0		
vo_eny_eny_	enemy_00_	investigate_missing_04	vo_eny_eny_enemy_00_investigate_missing_04	omuk	hambo	Enemy	annoyed	searches the area for missing friend	Mày ở đâu? Trả lời coi!	Where are you? Speak up!	5		0		
vo_eny_eny_	enemy_00_	investigate_missing_05	vo_eny_eny_enemy_00_investigate_missing_05	omuk	hambo	Enemy	annoyed	searches the area for missing friend	Mày nghe thấy tao không?	You hear me?	3		0		
vo_eny_eny_	enemy_00_	investigate_start_00	vo_eny_eny_enemy_00_investigate_start_00	omuk	hambo	Enemy	tense	starts investigating area (same as squad solo)	Mày ở đâu?	Where are you?	3	JAPANESE	1		
vo_eny_eny_	enemy_00_	investigate_start_01	vo_eny_eny_enemy_00_investigate_start_01	omuk	hambo	Enemy	tense	starts investigating area (same as squad solo)	Có ai ở đây không?	Anyone here?	2		0		
vo_eny_eny_	enemy_00_	investigate_start_02	vo_eny_eny_enemy_00_investigate_start_02	omuk	hambo	Enemy	tense	starts investigating area (same as squad solo)	Tao biết mày ở đây!	I know you're here!	4		0		
vo_eny_eny_	enemy_00_	investigate_start_03	vo_eny_eny_enemy_00_investigate_start_03	omuk	hambo	Enemy	tense	starts investigating area (same as squad solo)	Tao sẽ tìm thấy mày!	I will find you!	4		0		
vo_eny_eny_	enemy_00_	investigate_start_04	vo_eny_eny_enemy_00_investigate_start_04	omuk	hambo	Enemy	tense	starts investigating area (same as squad solo)	Đi lên phía trước!	Come forward!	2		0		
vo_eny_eny_	enemy_00_	investigate_too_long_00	vo_eny_eny_enemy_00_investigate_too_long_00	omuk	hambo	Enemy	suspicious, then lazy	hears noise, but getting there is too complicated	Eh, không đáng để đi bộ.	Eh, not worth the walk.	5	JAPANESE	1		
vo_eny_eny_	enemy_00_	investigate_too_long_01	vo_eny_eny_enemy_00_investigate_too_long_01	omuk	hambo	Enemy	suspicious, then lazy	hears noise, but getting there is too complicated	Không, ở đó quá xa.	No, that's too far off.	5		0		
vo_eny_eny_	enemy_00_	investigate_too_long_02	vo_eny_eny_enemy_00_investigate_too_long_02	omuk	hambo	Enemy	suspicious, then lazy	hears noise, but getting there is too complicated	Không, lười đi bỏ mẹ.	No, that's way over there.	5		0		
vo_eny_eny_	enemy_00_	investigate_unreachable_00	vo_eny_eny_enemy_00_investigate_unreachable_00	omuk	hambo	Enemy	suspicious	wants to investigate spot, but can't get there	Không, mình không thể tới đó.	No, I can't reach that.	5	JAPANESE	1		
vo_eny_eny_	enemy_00_	investigate_unreachable_01	vo_eny_eny_enemy_00_investigate_unreachable_01	omuk	hambo	Enemy	suspicious	wants to investigate spot, but can't get there	Eh, đường đã bị chặn.	Eh, the path is blocked.	5		0		
vo_eny_eny_	enemy_00_	investigate_unreachable_02	vo_eny_eny_enemy_00_investigate_unreachable_02	omuk	hambo	Enemy	suspicious	wants to investigate spot, but can't get there	Quá nhiều rắc rối.	That's too much trouble.	4		0		
vo_eny_eny_	enemy_00_	knockout_scream_00	vo_eny_eny_enemy_00_knockout_scream_00	omuk	hambo	Enemy	stunned	(sound) gets knocked out			0		0		
vo_eny_eny_	enemy_00_	knockout_scream_01	vo_eny_eny_enemy_00_knockout_scream_01	omuk	hambo	Enemy	stunned	(sound) gets knocked out			0		0		
vo_eny_eny_	enemy_00_	knockout_scream_02	vo_eny_eny_enemy_00_knockout_scream_02	omuk	hambo	Enemy	stunned	(sound) gets knocked out			0		0		
vo_eny_eny_	enemy_00_	knockout_scream_03	vo_eny_eny_enemy_00_knockout_scream_03	omuk	hambo	Enemy	stunned	(sound) gets knocked out			0		0		
vo_eny_eny_	enemy_00_	knockout_scream_04	vo_eny_eny_enemy_00_knockout_scream_04	omuk	hambo	Enemy	stunned	(sound) gets knocked out			0		0		
vo_eny_eny_	enemy_00_	laugh_evil_00	vo_eny_eny_enemy_00_laugh_evil_00	omuk		Enemy		(sound) dark laugh			0		0		
vo_eny_eny_	enemy_00_	laugh_good_00	vo_eny_eny_enemy_00_laugh_good_00	omuk		Enemy		(sound) humorous laugh			0		0		
vo_eny_eny_	enemy_00_	make_toast_00	vo_eny_eny_enemy_00_make_toast_00	omuk		Enemy		(sound) makes a toast			0		0		
vo_eny_eny_	enemy_00_	officer_alert_00	vo_eny_eny_enemy_00_officer_alert_00	omuk		Enemy	tense	instructs other guards to stay alert	Cảnh giác. Chúng ta có sát thủ ở đây.	Stay vigilant. We have assassins in our midst.	8		0		
vo_eny_eny_	enemy_00_	officer_alert_01	vo_eny_eny_enemy_00_officer_alert_01	omuk		Enemy	tense	instructs other guards to stay alert	Địch ở gần chúng ta. Hãy khôn ngoan lên.	The enemy is among us. Stay sharp.	7		0		
vo_eny_eny_	enemy_00_	officer_alert_02	vo_eny_eny_enemy_00_officer_alert_02	omuk		Enemy	tense	instructs other guards to stay alert	Đừng để bị lừa. Chúng vẫn còn ở đây.	Don't be fooled. They are still here.	7		0		
vo_eny_eny_	enemy_00_	officer_alert_03	vo_eny_eny_enemy_00_officer_alert_03	omuk		Enemy	tense	instructs other guards to stay alert	Nhìn mấy chỗ tối ấy. Đó là nơi chúng nấp.	Watch the shadows. It's where they hide.	7		0		
vo_eny_eny_	enemy_00_	officer_alert_04	vo_eny_eny_enemy_00_officer_alert_04	omuk		Enemy	tense	instructs other guards to stay alert	Đi cùng nhau. Đừng để chúng tóm được mày.	Keep together. Don't let them separate you.	7		0		
vo_eny_eny_	enemy_00_	officer_alert_05	vo_eny_eny_enemy_00_officer_alert_05	omuk		Enemy	tense	instructs other guards to stay alert	Chúng đang tìm điểm yếu. Cho chúng nhận lấy cái chết nào.	They are looking for weakness. Give them death.	8		0		
vo_eny_eny_	enemy_00_	officer_alert_06	vo_eny_eny_enemy_00_officer_alert_06	omuk		Enemy	tense	instructs other guards to stay alert	Tấn công khi phát hiện. Không phải thương sót.	Attack on sight. Show no mercy.	6		0		
vo_eny_eny_	enemy_00_	officer_alert_07	vo_eny_eny_enemy_00_officer_alert_07	omuk		Enemy	tense	instructs other guards to stay alert	Đừng sợ lũ tội phạm cùi bắp này.	Do not cower before common criminals.	6		0		
vo_eny_eny_	enemy_00_	officer_alert_08	vo_eny_eny_enemy_00_officer_alert_08	omuk		Enemy	tense	instructs other guards to stay alert	Dạy chúng sợ hãi. Không cho chúng chỗ để nấp luôn.	Teach them fear. Give them no place to hide.	9		0		
vo_eny_eny_	enemy_00_	pickup_object_00	vo_eny_eny_enemy_00_pickup_object_00	omuk		Enemy		(sound) pickup heavy object			0		0		
vo_eny_eny_	enemy_00_	regain_consciousness_00	vo_eny_eny_enemy_00_regain_consciousness_00	omuk	hambo	Enemy	ashamed	knocked out, wakes up	Ahh…x-xin lỗi.	Ahh…s-sorry.	1	JAPANESE	1		
vo_eny_eny_	enemy_00_	regain_consciousness_01	vo_eny_eny_enemy_00_regain_consciousness_01	omuk	hambo	Enemy	headache	knocked out, wakes up	Ugh…đầu mình…	Ugh…my head…	2		0		
vo_eny_eny_	enemy_00_	regain_consciousness_02	vo_eny_eny_enemy_00_regain_consciousness_02	omuk	hambo	Enemy	ashamed	knocked out, wakes up	…Tôi thật xấu hổ.	…I am ashamed.	3		0		
vo_eny_eny_	enemy_00_	regain_consciousness_03	vo_eny_eny_enemy_00_regain_consciousness_03	omuk	hambo	Enemy	headache	knocked out, wakes up	Oww…đau quá…	Oww…that hurt…	2		0		
vo_eny_eny_	enemy_00_	regain_consciousness_04	vo_eny_eny_enemy_00_regain_consciousness_04	omuk	hambo	Enemy	angry	knocked out, wakes up	…chúng nhảy vào tôi!	…they jumped me!	3		0		
vo_eny_eny_	enemy_00_	regain_consciousness_05	vo_eny_eny_enemy_00_regain_consciousness_05	omuk	hambo	Enemy	angry	knocked out, wakes up	…chúng đánh gục tôi!	…they knocked me out!	4		0		
vo_eny_eny_	enemy_00_	regain_consciousness_06	vo_eny_eny_enemy_00_regain_consciousness_06	omuk	hambo	Enemy	angry	knocked out, wakes up	…Tôi bị tấn công!	…I was attacked!	3		0		
vo_eny_eny_	enemy_00_	see_flying_body_00	vo_eny_eny_enemy_00_see_flying_body_00	omuk	hambo	Enemy	startled, then shocked	sees corpse that's thrown into his view by player	Cái... AGH!	Wha... AGH!	2	JAPANESE	1		
vo_eny_eny_	enemy_00_	see_flying_body_01	vo_eny_eny_enemy_00_see_flying_body_01	omuk	hambo	Enemy	startled, then shocked	sees corpse that's thrown into his view by player	Cái… AAAAH!	Wha… AAAAH!	2		0		
vo_eny_eny_	enemy_00_	see_flying_body_02	vo_eny_eny_enemy_00_see_flying_body_02	omuk	hambo	Enemy	startled, then shocked	sees corpse that's thrown into his view by player	Hmm… AAH!	Hmm… AAH!	2		0		
vo_eny_eny_	enemy_00_	see_flying_object_00	vo_eny_eny_enemy_00_see_flying_object_00	omuk	hambo	Enemy	startled	sees object that's thrown into his view by player	…hey!	…hey!	1	JAPANESE	1		
vo_eny_eny_	enemy_00_	see_flying_object_01	vo_eny_eny_enemy_00_see_flying_object_01	omuk	hambo	Enemy	startled	sees object that's thrown into his view by player	Cái quái…?!	What the…?!	2		0		
vo_eny_eny_	enemy_00_	see_flying_object_02	vo_eny_eny_enemy_00_see_flying_object_02	omuk	hambo	Enemy	startled	sees object that's thrown into his view by player	Huh?! Làm thế nào…	Huh?! How did…	3		0		
vo_eny_eny_	enemy_00_	see_something_00	vo_eny_eny_enemy_00_see_something_00	omuk	hambo	Enemy	suspicious	sees something strange	Cái gì?	What?	1	JAPANESE	1		
vo_eny_eny_	enemy_00_	see_something_01	vo_eny_eny_enemy_00_see_something_01	omuk	hambo	Enemy	suspicious	sees something strange	Hả?	Huh?	1		0		
vo_eny_eny_	enemy_00_	see_something_02	vo_eny_eny_enemy_00_see_something_02	omuk	hambo	Enemy	suspicious	sees something strange	Quái gì thế?	What's that?	2		0		
vo_eny_eny_	enemy_00_	see_something_03	vo_eny_eny_enemy_00_see_something_03	omuk	hambo	Enemy	suspicious	sees something strange	Có gì đó…	Something…	1		0		
vo_eny_eny_	enemy_00_	see_something_04	vo_eny_eny_enemy_00_see_something_04	omuk	hambo	Enemy	suspicious	sees something strange	Hmm?	Hmm?	1		0		
vo_eny_eny_	enemy_00_	skill_tanuki_done_00	vo_eny_eny_enemy_00_skill_tanuki_done_00	omuk	hambo	Enemy	tells tanuki to leave	stops watching tanuki	Đúng. Tốt hơn là dẹp đi.	Right. Better be off now.	5	JAPANESE	1		
vo_eny_eny_	enemy_00_	skill_tanuki_done_01	vo_eny_eny_enemy_00_skill_tanuki_done_01	omuk	hambo	Enemy	back to work	stops watching tanuki	Ah, tốt lắm, quay lại làm việc nào.	Ah, well, back to work.	5		0		
vo_eny_eny_	enemy_00_	skill_tanuki_done_02	vo_eny_eny_enemy_00_skill_tanuki_done_02	omuk	hambo	Enemy	apologetic	stops watching tanuki	Xin lỗi, tao không có gì cho mày.	Sorry, I've got nothing for you.	6		0		
vo_eny_eny_	enemy_00_	skill_tanuki_done_03	vo_eny_eny_enemy_00_skill_tanuki_done_03	omuk	hambo	Enemy	back to work	stops watching tanuki	Đủ rồi! Tốt hơn là quay lại.	Enough! I'd better get back.	5		0		
vo_eny_eny_	enemy_00_	skill_tanuki_done_04	vo_eny_eny_enemy_00_skill_tanuki_done_04	omuk	hambo	Enemy	back to work	stops watching tanuki	Aww, phải đi rồi. Bảo trọng nhé.	Aww, got to go. Take care.	6		0		
vo_eny_eny_	enemy_00_	skill_tanuki_runaway_00	vo_eny_eny_enemy_00_skill_tanuki_runaway_00	omuk	hambo	Enemy	disappointed	tanuki runs away	Aww, chạy đi.	Aww, ran off.	3		0		
vo_eny_eny_	enemy_00_	skill_tanuki_runaway_01	vo_eny_eny_enemy_00_skill_tanuki_runaway_01	omuk	hambo	Enemy	annoyed	tanuki runs away	Được rồi, mày chạy đi.	That's right, away with you.	5		0		
vo_eny_eny_	enemy_00_	skill_tanuki_runaway_02	vo_eny_eny_enemy_00_skill_tanuki_runaway_02	omuk	hambo	Enemy	back to work	tanuki runs away	Nó đi rồi. …Bah, quay lại làm việc nào.	There he goes. …Bah, back to work.	7		0		
vo_eny_eny_	enemy_00_	skill_tanuki_runaway_03	vo_eny_eny_enemy_00_skill_tanuki_runaway_03	omuk	hambo	Enemy	back to work	tanuki runs away	Hehe! Khá là vui đấy.	Hehe! Funny little thing.	4		0		
vo_eny_eny_	enemy_00_	skill_tanuki_runaway_04	vo_eny_eny_enemy_00_skill_tanuki_runaway_04	omuk	hambo	Enemy	goodbye	tanuki runs away	Được rồi, mày chạy đi!	All right, off you go!	5		0		
vo_eny_eny_	enemy_00_	snore_00	vo_eny_eny_enemy_00_snore_00	omuk		Enemy		(sound) snore			0		0		
vo_eny_eny_	enemy_00_	squad_investigate_end_00	vo_eny_eny_enemy_00_squad_investigate_end_00	omuk	hambo	Enemy	tension releases	squad leader stops investigation	Không có gì! Quay về chỗ đứng gác đi.	Nothing! Back to your posts.	5	JAPANESE	1		
vo_eny_eny_	enemy_00_	squad_investigate_end_01	vo_eny_eny_enemy_00_squad_investigate_end_01	omuk	hambo	Enemy	tension releases	squad leader stops investigation	Lâu quá rồi. Quay về chỗ đứng gác đi.	Long gone. Back to your posts.	6		0		
vo_eny_eny_	enemy_00_	squad_investigate_end_02	vo_eny_eny_enemy_00_squad_investigate_end_02	omuk	hambo	Enemy	tension releases	squad leader stops investigation	Không có gì ở đây! Quay về chỗ đứng gác đi.	Nobody here! Back to your posts.	6		0		
vo_eny_eny_	enemy_00_	squad_investigate_end_03	vo_eny_eny_enemy_00_squad_investigate_end_03	omuk	hambo	Enemy	tension releases	squad leader stops investigation	Dừng tìm kiếm lại. Quay về chỗ đứng gác đi.	Stop your search. Return to your posts.	7		0		
vo_eny_eny_	enemy_00_	squad_investigate_end_04	vo_eny_eny_enemy_00_squad_investigate_end_04	omuk	hambo	Enemy	tension releases	squad leader stops investigation	Không còn nguy hiểm. Quay về chỗ đứng gác đi.	No danger. Return to your posts.	6		0		
vo_eny_eny_	enemy_00_	squad_investigate_start_00	vo_eny_eny_enemy_00_squad_investigate_start_00	omuk	hambo	Enemy	tense	squad leader starts investigation	Chúng ta phải tìm kiếm khu vực này!	We must search the area!	5	JAPANESE	1		
vo_eny_eny_	enemy_00_	squad_investigate_start_01	vo_eny_eny_enemy_00_squad_investigate_start_01	omuk	hambo	Enemy	tense	squad leader starts investigation	Mọi người! Tấn công khi phát hiện!	Everyone! Attack on sight!	4		0		
vo_eny_eny_	enemy_00_	squad_investigate_start_02	vo_eny_eny_enemy_00_squad_investigate_start_02	omuk	hambo	Enemy	tense	squad leader starts investigation	Cẩn thận, chúng có thể vẫn còn ở đây!	Careful, they could still be here!	6		0		
vo_eny_eny_	enemy_00_	squad_investigate_start_03	vo_eny_eny_enemy_00_squad_investigate_start_03	omuk	hambo	Enemy	tense	squad leader starts investigation	Tìm khắp nơi đi!	Search everywhere!	2		0		
vo_eny_eny_	enemy_00_	squad_investigate_start_04	vo_eny_eny_enemy_00_squad_investigate_start_04	omuk	hambo	Enemy	tense	squad leader starts investigation	Nếu tìm thấy ai đó thì không cần thương hại.	If you find anyone, show no mercy.	7		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_00	vo_eny_eny_enemy_00_squad_investigate_talk_00	omuk	hambo	Enemy	focussed	squad serches the area, commenting on things	Không có gì ở đây!	Nothing here!	2		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_01	vo_eny_eny_enemy_00_squad_investigate_talk_01	omuk	hambo	Enemy	pondering	squad serches the area, commenting on things	Chúng đã đi đâu?	Where did they go?	4		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_02	vo_eny_eny_enemy_00_squad_investigate_talk_02	omuk	hambo	Enemy	tense	squad serches the area, commenting on things	Mọi người căng mắt ra mà tìm!	Eyes open, everyone!	3		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_03	vo_eny_eny_enemy_00_squad_investigate_talk_03	omuk	hambo	Enemy	tense	squad serches the area, commenting on things	Có thể là dấu vết?	Tracks, maybe?	2		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_04	vo_eny_eny_enemy_00_squad_investigate_talk_04	omuk	hambo	Enemy	frusttrated	squad serches the area, commenting on things	Tao mất dấu rồi.	I'm no tracker.	3		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_05	vo_eny_eny_enemy_00_squad_investigate_talk_05	omuk	hambo	Enemy	tense	squad serches the area, commenting on things	Có ai thấy chúng không?	Anyone see them?	3		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_06	vo_eny_eny_enemy_00_squad_investigate_talk_06	omuk	hambo	Enemy	nervous	squad serches the area, commenting on things	Chúng biến mất rồi…	They vanished…	2		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_07	vo_eny_eny_enemy_00_squad_investigate_talk_07	omuk	hambo	Enemy	nervous	squad serches the area, commenting on things	Chúng ta đang đi săn ma hả?	Are we hunting ghosts?	4		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_08	vo_eny_eny_enemy_00_squad_investigate_talk_08	omuk	hambo	Enemy	focussed	squad serches the area, commenting on things	Chúng ta đang tìm cái khỉ gì vậy?	What are we looking for?	5		0		
vo_eny_eny_	enemy_00_	squad_investigate_talk_09	vo_eny_eny_enemy_00_squad_investigate_talk_09	omuk	hambo	Enemy	focussed	squad serches the area, commenting on things	Có chắc là họ bảo thấy cái gì đó không?	Are they sure they saw something?	6		0		
vo_eny_eny_	enemy_00_	talk_geisha_00	vo_eny_eny_enemy_00_talk_geisha_00	omuk		Enemy	neutral	is approached by Geisha (Excuse me …)	Gì thế?	What?	1		0		
vo_eny_eny_	enemy_00_	talk_geisha_01	vo_eny_eny_enemy_00_talk_geisha_01	omuk		Enemy	friendly	is approached by Geisha (Excuse me …)	Có hả?	Yes?	1		0		
vo_eny_eny_	enemy_00_	talk_geisha_02	vo_eny_eny_enemy_00_talk_geisha_02	omuk		Enemy	shy	is approached by Geisha (Excuse me …)	Oh… Uhm, có…	Oh… Uhm, yes…	3		0		
vo_eny_eny_	enemy_00_	talk_geisha_03	vo_eny_eny_enemy_00_talk_geisha_03	omuk		Enemy	friendly	is approached by Geisha (Excuse me …)	Anh có thể giúp gì cho em?	How can I help you?	5		0		
vo_eny_eny_	enemy_00_	talk_geisha_04	vo_eny_eny_enemy_00_talk_geisha_04	omuk		Enemy	neutral	is approached by Geisha (Excuse me …)	Hmm?	Hmm?	1		0		
vo_eny_eny_	enemy_00_	talk_geisha_leave_00	vo_eny_eny_enemy_00_talk_geisha_leave_00	omuk		Enemy	charmed	is left by Geisha (I thank you. Farewell ...)	Ahh…tạm biệt.	Ahh…goodbye.	1		0		
vo_eny_eny_	enemy_00_	talk_geisha_leave_01	vo_eny_eny_enemy_00_talk_geisha_leave_01	omuk		Enemy	friendly	is left by Geisha (I thank you. Farewell ...)	Thật thú vị.	It was a pleasure.	4		0		
vo_eny_eny_	enemy_00_	talk_geisha_leave_02	vo_eny_eny_enemy_00_talk_geisha_leave_02	omuk		Enemy	friendly	is left by Geisha (I thank you. Farewell ...)	Đừng có mà nghĩ bậy.	Think nothing of it.	4		0		
vo_eny_eny_	enemy_00_	talk_geisha_leave_03	vo_eny_eny_enemy_00_talk_geisha_leave_03	omuk		Enemy	remembers his duties	is left by Geisha (I thank you. Farewell ...)	Hrm…đúng rồi!	Hrm…right!	1		0		
vo_eny_eny_	enemy_00_	talk_geisha_leave_04	vo_eny_eny_enemy_00_talk_geisha_leave_04	omuk		Enemy	friendly	is left by Geisha (I thank you. Farewell ...)	Đi nhé…	Farewell…	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_00	vo_gothic_gothic_enemy_00_talk_idle_00	omuk		Enemy	relaxed	(sound) humming tune			0		0		
vo_gothic_gothic_	enemy_00_	talk_idle_01	vo_gothic_gothic_enemy_00_talk_idle_01	omuk		Enemy		(sound) sneeze			0		0		
vo_gothic_gothic_	enemy_00_	talk_idle_02	vo_gothic_gothic_enemy_00_talk_idle_02	omuk		Enemy	surprised	makes noise on duty	Hmm!	Hmm!	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_03	vo_gothic_gothic_enemy_00_talk_idle_03	omuk		Enemy	surprised	makes noise on duty	Ah!	Ah!	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_04	vo_gothic_gothic_enemy_00_talk_idle_04	omuk		Enemy	in thought	makes noise on duty	Hmm…	Hmm…	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_05	vo_gothic_gothic_enemy_00_talk_idle_05	omuk		Enemy	in thought	makes noise on duty	Hm, vâng.	Hm, yes.	2		0		
vo_gothic_gothic_	enemy_00_	talk_idle_06	vo_gothic_gothic_enemy_00_talk_idle_06	omuk		Enemy	relaxed	makes noise on duty (long exhale)	Phù…	Phew…	1		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_calm_00	vo_gothic_gothic_enemy_00_talk_idle_battle_calm_00	omuk		Enemy	tense	makes noise on duty (mumbling)	Bọn tao sẽ thắng.	We will win.	3		0		
vo_gothic_gothic_	enemy_00_	talk_idle_battle_calm_01	vo_gothic_gothic_enemy_00_talk_idle_battle_calm_01	omuk		Enemy	tense	makes noise on duty (mumbling)	Hmph. Nguyền rủa lũ Mạc chúa.	Hmph. Curse the Shogun.	4		0		
