2,3,9													
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	EN	CEN	JP	CDE
vo_eny_eny_	static_00_	investigate_accident_stop_01	vo_eny_eny_static_00_investigate_accident_stop_01	omuk	hambo	Static	accepting	stops investigating accident	Nghiệp chướng ư?	Karma, eh?	2		0
vo_eny_eny_	static_00_	investigate_accident_stop_02	vo_eny_eny_static_00_investigate_accident_stop_02	omuk	hambo	Static	accepting	stops investigating accident	Hmm… Bi kịch.	Hmm… Tragic.	2		0
vo_eny_eny_	static_00_	investigate_accident_stop_03	vo_eny_eny_static_00_investigate_accident_stop_03	omuk	hambo	Static	accepting	stops investigating accident	Hôm nay mày đến hạn rồi.	Cursed fate…	2		0
vo_eny_eny_	static_00_	investigate_accident_stop_04	vo_eny_eny_static_00_investigate_accident_stop_04	omuk	hambo	Static	accepting	stops investigating accident	Bọn tao không thể làm gì hơn.	Nothing we can do.	4		0
vo_eny_eny_	static_00_	investigate_bush_00	vo_eny_eny_static_00_investigate_bush_00	omuk	hambo	Static	agressive	searches bushes for player characters	Ah! Nấp trong bụi cây hả?!	Ah! Hiding in the bushes?!	5		0
vo_eny_eny_	static_00_	investigate_bush_01	vo_eny_eny_static_00_investigate_bush_01	omuk	hambo	Static	agressive	searches bushes for player characters	Mày không thể trốn tao đâu!	You can't hide from me!	5		0
vo_eny_eny_	static_00_	investigate_bush_02	vo_eny_eny_static_00_investigate_bush_02	omuk	hambo	Static	agressive	searches bushes for player characters	Mày không thể lừa được tao!	You cannot fool me!	4		0
vo_eny_eny_	static_00_	investigate_bush_03	vo_eny_eny_static_00_investigate_bush_03	omuk	hambo	Static	agressive	searches bushes for player characters	Thu thập thông tin từ bụi cây hả?	Crawling through the thicket?	4		0
vo_eny_eny_	static_00_	investigate_bush_04	vo_eny_eny_static_00_investigate_bush_04	omuk	hambo	Static	agressive	searches bushes for player characters	Bụi cây không thể bảo vệ mày!	The brush will not protect you!	6		0
vo_eny_eny_	static_00_	investigate_door_00	vo_eny_eny_static_00_investigate_door_00	omuk	hambo	Static	agressive	follows player character inside buildings	Nấp ở đây hả?	Hiding in there?	3		0
vo_eny_eny_	static_00_	investigate_door_01	vo_eny_eny_static_00_investigate_door_01	omuk	hambo	Static	agressive	follows player character inside buildings	Tao biết mày ở đây!	I know you're in there!	5		0
vo_eny_eny_	static_00_	investigate_door_02	vo_eny_eny_static_00_investigate_door_02	omuk	hambo	Static	agressive	follows player character inside buildings	Mày nghĩ mày an toàn khi ở đây hả?	You think you're safe in there?	6		0
vo_eny_eny_	static_00_	investigate_end_00	vo_eny_eny_static_00_investigate_end_00	omuk	hambo	Static	tension releases	stops investigating area (same as squad solo)	Ah… Không có ai ở đây.	Ah… Nobody here.	3		0
vo_eny_eny_	static_00_	investigate_end_01	vo_eny_eny_static_00_investigate_end_01	omuk	hambo	Static	tension releases	stops investigating area (same as squad solo)	Ah…oh, chúng đi rồi.	Ah…oh, they're gone.	3		0
vo_eny_eny_	static_00_	investigate_end_02	vo_eny_eny_static_00_investigate_end_02	omuk	hambo	Static	tension releases	stops investigating area (same as squad solo)	Ah, Không có gì.	Ah, nothing.	2		0
vo_eny_eny_	static_00_	investigate_end_03	vo_eny_eny_static_00_investigate_end_03	omuk	hambo	Static	tension releases	stops investigating area (same as squad solo)	Ugh, Đã bỏ chạy.	Ugh, ran away.	3		0
vo_eny_eny_	static_00_	investigate_end_04	vo_eny_eny_static_00_investigate_end_04	omuk	hambo	Static	tension releases	stops investigating area (same as squad solo)	Chạy trốn rồi!	Must have fled!	3		0
vo_eny_eny_	static_00_	investigate_end_05	vo_eny_eny_static_00_investigate_end_05	omuk	hambo	Static	tension releases	stops investigating area (same as squad solo)	Ugh…không thể tìm thấy ai.	Ugh…can't find anyone.	3		0
vo_eny_eny_	static_00_	investigate_missing_00	vo_eny_eny_static_00_investigate_missing_00	omuk		Static	annoyed	searches the area for missing friend	Hello?	Hello?	1		0
vo_eny_eny_	static_00_	investigate_missing_01	vo_eny_eny_static_00_investigate_missing_01	omuk		Static	annoyed	searches the area for missing friend	Mày đang nấp quanh đây phải không?	Are you hiding somewhere?	4		0
vo_eny_eny_	static_00_	investigate_missing_02	vo_eny_eny_static_00_investigate_missing_02	omuk		Static	annoyed	searches the area for missing friend	Mày đang ở đó?	Are you there?	3		0
vo_eny_eny_	static_00_	investigate_missing_03	vo_eny_eny_static_00_investigate_missing_03	omuk		Static	annoyed	searches the area for missing friend	Tao đếch có tâm trạng cho chuyện này đâu nhé!	I'm not in the mood for this!	7		0
vo_eny_eny_	static_00_	investigate_missing_04	vo_eny_eny_static_00_investigate_missing_04	omuk		Static	annoyed	searches the area for missing friend	Mày ở đâu? Trả lời coi!	Where are you? Speak up!	5		0
vo_eny_eny_	static_00_	investigate_missing_05	vo_eny_eny_static_00_investigate_missing_05	omuk		Static	annoyed	searches the area for missing friend	Mày nghe thấy tao không?	You hear me?	3		0
vo_eny_eny_	static_00_	investigate_other_00	vo_eny_eny_static_00_investigate_other_00	omuk		Static	urgent	doesn't leave his post, sends someone else	Ai đó tới điều tra đi!	Someone investigate!	2		0
vo_eny_eny_	static_00_	investigate_other_01	vo_eny_eny_static_00_investigate_other_01	omuk		Static	urgent	doesn't leave his post, sends someone else	Mày! Tới điều tra!	You! Investigate!	2		0
vo_eny_eny_	static_00_	investigate_other_02	vo_eny_eny_static_00_investigate_other_02	omuk		Static	urgent	doesn't leave his post, sends someone else	Mày, đi đi! Tao không thể rời vị trí này.	You, go! I cannot leave my post.	7		0
vo_eny_eny_	static_00_	investigate_self_00	vo_eny_eny_static_00_investigate_self_00	omuk		Static	anxious	no one else around, has to leave his post	Không có ai ở đây nhưng mình…	There's no one here but me…	6		0
vo_eny_eny_	static_00_	investigate_self_01	vo_eny_eny_static_00_investigate_self_01	omuk		Static	anxious	no one else around, has to leave his post	Ugh, khỉ thật. Mình phải rời vị trí thôi.	Ugh, damn. I must leave my post.	7		0
vo_eny_eny_	static_00_	investigate_self_02	vo_eny_eny_static_00_investigate_self_02	omuk		Static	anxious	no one else around, has to leave his post	Chỉ có mình. Phải đi điều tra thôi…	I'm alone. I have to investigate…	6		0
vo_eny_eny_	static_00_	investigate_start_00	vo_eny_eny_static_00_investigate_start_00	omuk	hambo	Static	tense	starts investigating area (same as squad solo)	Mày ở đâu?	Where are you?	3		0
vo_eny_eny_	static_00_	investigate_start_01	vo_eny_eny_static_00_investigate_start_01	omuk	hambo	Static	tense	starts investigating area (same as squad solo)	Có ai ở đây không?	Anyone here?	2		0
vo_eny_eny_	static_00_	investigate_start_02	vo_eny_eny_static_00_investigate_start_02	omuk	hambo	Static	tense	starts investigating area (same as squad solo)	Tao biết mày ở đây!	I know you're here!	4		0
vo_eny_eny_	static_00_	investigate_start_03	vo_eny_eny_static_00_investigate_start_03	omuk	hambo	Static	tense	starts investigating area (same as squad solo)	Tao sẽ tìm thấy mày!	I will find you!	4		0
vo_eny_eny_	static_00_	investigate_start_04	vo_eny_eny_static_00_investigate_start_04	omuk	hambo	Static	tense	starts investigating area (same as squad solo)	Đi lên phía trước!	Come forward!	2		0
vo_eny_eny_	static_00_	investigate_too_long_00	vo_eny_eny_static_00_investigate_too_long_00	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	Eh, không đáng để đi bộ.	Eh, not worth the walk.	5		0
vo_eny_eny_	static_00_	investigate_too_long_01	vo_eny_eny_static_00_investigate_too_long_01	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	Không, ở đó quá xa.	No, that's too far off.	5		0
vo_eny_eny_	static_00_	investigate_too_long_02	vo_eny_eny_static_00_investigate_too_long_02	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	Không, lười đi bỏ mẹ.	Eh, no. That's way over there.	6		0
vo_eny_eny_	static_00_	investigate_unreachable_00	vo_eny_eny_static_00_investigate_unreachable_00	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	Không, tao không thể tới đó.	No, I can't reach that.	5		0
vo_eny_eny_	static_00_	investigate_unreachable_01	vo_eny_eny_static_00_investigate_unreachable_01	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	Eh, đường đã bị chặn.	Eh…aw, the path is blocked.	5		0
vo_eny_eny_	static_00_	investigate_unreachable_02	vo_eny_eny_static_00_investigate_unreachable_02	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	Quá nhiều rắc rối.	Ah, that's too much trouble.	5		0
vo_eny_eny_	static_00_	knockout_scream_00	vo_eny_eny_static_00_knockout_scream_00	omuk	hambo	Static	stunned	(sound) gets knocked out			0		0
vo_eny_eny_	static_00_	knockout_scream_01	vo_eny_eny_static_00_knockout_scream_01	omuk	hambo	Static	stunned	(sound) gets knocked out			0		0
vo_eny_eny_	static_00_	knockout_scream_02	vo_eny_eny_static_00_knockout_scream_02	omuk	hambo	Static	stunned	(sound) gets knocked out			0		0
vo_eny_eny_	static_00_	knockout_scream_03	vo_eny_eny_static_00_knockout_scream_03	omuk	hambo	Static	stunned	(sound) gets knocked out			0		0
vo_eny_eny_	static_00_	knockout_scream_04	vo_eny_eny_static_00_knockout_scream_04	omuk	hambo	Static	stunned	(sound) gets knocked out			0		0
vo_eny_eny_	static_00_	laugh_evil_00	vo_eny_eny_static_00_laugh_evil_00	omuk		Static		(sound) dark laugh			0		0
vo_eny_eny_	static_00_	laugh_good_00	vo_eny_eny_static_00_laugh_good_00	omuk		Static		(sound) humorous laugh			0		0
vo_eny_eny_	static_00_	make_toast_00	vo_eny_eny_static_00_make_toast_00	omuk		Static		(sound) makes a toast			0		0
vo_eny_eny_	static_00_	officer_alert_00	vo_eny_eny_static_00_officer_alert_00	omuk		Static	tense	instructs other guards to stay alert	Cảnh giác. Chúng ta có sát thủ ở đây.	Stay vigilant. We have assassins in our midst.	8		0
vo_eny_eny_	static_00_	officer_alert_01	vo_eny_eny_static_00_officer_alert_01	omuk		Static	tense	instructs other guards to stay alert	Địch ở gần chúng ta. Hãy khôn ngoan lên.	The enemy is among us. Stay sharp.	7		0
vo_eny_eny_	static_00_	officer_alert_02	vo_eny_eny_static_00_officer_alert_02	omuk		Static	tense	instructs other guards to stay alert	Đừng để bị lừa. Chúng vẫn còn ở đây.	Don't be fooled. They are still here.	7		0
vo_eny_eny_	static_00_	officer_alert_03	vo_eny_eny_static_00_officer_alert_03	omuk		Static	tense	instructs other guards to stay alert	Nhìn mấy chỗ tối ấy. Đó là nơi chúng nấp.	Watch the shadows. It's where they hide.	7		0
vo_eny_eny_	static_00_	officer_alert_04	vo_eny_eny_static_00_officer_alert_04	omuk		Static	tense	instructs other guards to stay alert	Đi cùng nhau. Đừng để chúng tóm được mày.	Keep together. Don't let them separate you.	7		0
vo_eny_eny_	static_00_	officer_alert_05	vo_eny_eny_static_00_officer_alert_05	omuk		Static	tense	instructs other guards to stay alert	Chúng đang tìm điểm yếu. Cho chúng nhận lấy cái chết nào.	They are looking for weakness. Give them death.	8		0
vo_eny_eny_	static_00_	officer_alert_06	vo_eny_eny_static_00_officer_alert_06	omuk		Static	tense	instructs other guards to stay alert	Tấn công khi phát hiện. Không phải thương sót.	Attack on sight. Show no mercy.	6		0
vo_eny_eny_	static_00_	officer_alert_07	vo_eny_eny_static_00_officer_alert_07	omuk		Static	tense	instructs other guards to stay alert	Đừng sợ lũ tội phạm cùi bắp này.	Do not cower before common criminals.	6		0
vo_eny_eny_	static_00_	officer_alert_08	vo_eny_eny_static_00_officer_alert_08	omuk		Static	tense	instructs other guards to stay alert	Dạy chúng sợ hãi. Không cho chúng chỗ để nấp luôn.	Teach them fear. Give them no place to hide.	9		0
vo_eny_eny_	static_00_	pickup_object_00	vo_eny_eny_static_00_pickup_object_00	omuk		Static		(sound) pickup heavy object			0		0
vo_eny_eny_	static_00_	regain_consciousness_00	vo_eny_eny_static_00_regain_consciousness_00	omuk	hambo	Static	ashamed	knocked out, wakes up	…oh, ah—xin lỗi!	…oh, ah—so sorry!	3		0
vo_eny_eny_	static_00_	regain_consciousness_01	vo_eny_eny_static_00_regain_consciousness_01	omuk	hambo	Static	headache	knocked out, wakes up	Ohh…đầu mình…	Ohh…my head…	2		0
vo_eny_eny_	static_00_	regain_consciousness_02	vo_eny_eny_static_00_regain_consciousness_02	omuk	hambo	Static	ashamed	knocked out, wakes up	Oh, Tôi thật xấu hổ.	Oh, I am shamed.	4		0
vo_eny_eny_	static_00_	regain_consciousness_03	vo_eny_eny_static_00_regain_consciousness_03	omuk	hambo	Static	headache	knocked out, wakes up	…ow! đau quá…	…ow! That hurt…	3		0
vo_eny_eny_	static_00_	regain_consciousness_04	vo_eny_eny_static_00_regain_consciousness_04	omuk	hambo	Static	angry	knocked out, wakes up	…augh! Chúng…chúng nhảy vào tôi!	…augh! They…they jumped me!	4		0
vo_eny_eny_	static_00_	regain_consciousness_05	vo_eny_eny_static_00_regain_consciousness_05	omuk	hambo	Static	angry	knocked out, wakes up	…ugh…chúng đánh gục tôi!	…ugh…they knocked me out!	4		0
vo_eny_eny_	static_00_	regain_consciousness_06	vo_eny_eny_static_00_regain_consciousness_06	omuk	hambo	Static	angry	knocked out, wakes up	Agh… Tôi bị tấn công!	Agh… I was attacked!	4		0
vo_eny_eny_	static_00_	regain_consciousness_07	vo_eny_eny_static_00_regain_consciousness_07	omuk	hambo	Static	angry	knocked out, wakes up	…Tôi đã rời vị trí của mình!	…I left my post!	4		0
vo_eny_eny_	static_00_	regain_consciousness_08	vo_eny_eny_static_00_regain_consciousness_08	omuk	hambo	Static	angry	knocked out, wakes up	…ohh…Tôi đã bỏ bê công việc!	…ohh…I neglected my duty!	4		0
vo_eny_eny_	static_00_	see_flying_body_00	vo_eny_eny_static_00_see_flying_body_00	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	Cái... AGH!	Wha…AAH!	1		0
vo_eny_eny_	static_00_	see_flying_body_01	vo_eny_eny_static_00_see_flying_body_01	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	Uh…ah! AAH!	Uh…ah! AAH!	2		0
vo_eny_eny_	static_00_	see_flying_body_02	vo_eny_eny_static_00_see_flying_body_02	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	AAAAAH!	AAAAAH!	1		0
vo_eny_eny_	static_00_	see_flying_object_00	vo_eny_eny_static_00_see_flying_object_00	omuk	hambo	Static	startled	sees object that's thrown into his view by player	…hey!	…hey!	1		0
vo_eny_eny_	static_00_	see_flying_object_01	vo_eny_eny_static_00_see_flying_object_01	omuk	hambo	Static	startled	sees object that's thrown into his view by player	Cái…cái gì?!	Wha…what?!	1		0
vo_eny_eny_	static_00_	see_flying_object_02	vo_eny_eny_static_00_see_flying_object_02	omuk	hambo	Static	startled	sees object that's thrown into his view by player	…Làm thế nào?!	…how did that happen?!	4		0
vo_eny_eny_	static_00_	see_something_00	vo_eny_eny_static_00_see_something_00	omuk	hambo	Static	suspicious	sees something strange	Cái gì?	What?	1		0
vo_eny_eny_	static_00_	see_something_01	vo_eny_eny_static_00_see_something_01	omuk	hambo	Static	suspicious	sees something strange	Hả?	Huh?	1		0
vo_eny_eny_	static_00_	see_something_02	vo_eny_eny_static_00_see_something_02	omuk	hambo	Static	suspicious	sees something strange	Quái gì thế?	What's that?	2		0
vo_eny_eny_	static_00_	see_something_03	vo_eny_eny_static_00_see_something_03	omuk	hambo	Static	suspicious	sees something strange	Có gì đó…	Something…	1		0
vo_eny_eny_	static_00_	see_something_04	vo_eny_eny_static_00_see_something_04	omuk	hambo	Static	suspicious	sees something strange	Hmm?	Hmm?	1		0
vo_eny_eny_	static_00_	snore_00	vo_eny_eny_static_00_snore_00	omuk		Static		(sound) snore			0		0
vo_eny_eny_	static_00_	squad_investigate_end_00	vo_eny_eny_static_00_squad_investigate_end_00	omuk	hambo	Static	tension releases	squad leader stops investigation	Không có gì! Quay về chỗ đứng gác đi.	Nothing. Back to your posts.	5		0
vo_eny_eny_	static_00_	squad_investigate_end_01	vo_eny_eny_static_00_squad_investigate_end_01	omuk	hambo	Static	tension releases	squad leader stops investigation	Bah, Lâu quá rồi. Quay về chỗ đứng gác đi.	Bah, long gone. Back to your posts.	7		0
vo_eny_eny_	static_00_	squad_investigate_end_02	vo_eny_eny_static_00_squad_investigate_end_02	omuk	hambo	Static	tension releases	squad leader stops investigation	Ah, Không có gì ở đây! Quay về chỗ đứng gác đi.	Ah, nobody here. Back to your posts.	7		0
vo_eny_eny_	static_00_	squad_investigate_end_03	vo_eny_eny_static_00_squad_investigate_end_03	omuk	hambo	Static	tension releases	squad leader stops investigation	Dừng tìm kiếm lại. Quay về chỗ đứng gác đi.	Stop the search. Back to work.	6		0
vo_eny_eny_	static_00_	squad_investigate_end_04	vo_eny_eny_static_00_squad_investigate_end_04	omuk	hambo	Static	tension releases	squad leader stops investigation	Không có nguy hiểm. Quay về chỗ đứng gác đi.	No danger. Back to work! Return to your posts, everyone.	10		0
vo_eny_eny_	static_00_	squad_investigate_start_00	vo_eny_eny_static_00_squad_investigate_start_00	omuk	hambo	Static	tense	squad leader starts investigation	Chúng ta phải tìm kiếm khu vực này!	We must search the area!	5		0
vo_eny_eny_	static_00_	squad_investigate_start_01	vo_eny_eny_static_00_squad_investigate_start_01	omuk	hambo	Static	tense	squad leader starts investigation	Mọi người! Tấn công khi phát hiện!	Everyone! Attack on sight!	4		0
vo_eny_eny_	static_00_	squad_investigate_start_02	vo_eny_eny_static_00_squad_investigate_start_02	omuk	hambo	Static	tense	squad leader starts investigation	Cẩn thận, chúng có thể vẫn còn ở đây!	Careful! They are still here!	5		0
vo_eny_eny_	static_00_	squad_investigate_start_03	vo_eny_eny_static_00_squad_investigate_start_03	omuk	hambo	Static	tense	squad leader starts investigation	Tìm khắp nơi đi!	Search everywhere!	2		0
vo_eny_eny_	static_00_	squad_investigate_start_04	vo_eny_eny_static_00_squad_investigate_start_04	omuk	hambo	Static	tense	squad leader starts investigation	Nếu tìm thấy ai đó thì không cần thương hại.	If you find anyone, show no mercy.	7		0
vo_eny_eny_	static_00_	squad_investigate_talk_00	vo_eny_eny_static_00_squad_investigate_talk_00	omuk	hambo	Static	focussed	squad serches the area, commenting on things	Không có gì ở đây!	Nothing here!	2		0
vo_eny_eny_	static_00_	squad_investigate_talk_01	vo_eny_eny_static_00_squad_investigate_talk_01	omuk	hambo	Static	pondering	squad serches the area, commenting on things	Chúng đã đi đâu?	Where did they go?	4		0
vo_eny_eny_	static_00_	squad_investigate_talk_02	vo_eny_eny_static_00_squad_investigate_talk_02	omuk	hambo	Static	tense	squad serches the area, commenting on things	Mọi người căng mắt ra mà tìm!	Eyes open, everyone!	3		0
vo_eny_eny_	static_00_	squad_investigate_talk_03	vo_eny_eny_static_00_squad_investigate_talk_03	omuk	hambo	Static	tense	squad serches the area, commenting on things	Có thể là dấu vết?	Tracks, maybe?	2		0
vo_eny_eny_	static_00_	squad_investigate_talk_04	vo_eny_eny_static_00_squad_investigate_talk_04	omuk	hambo	Static	frusttrated	squad serches the area, commenting on things	Bah, Tao mất dấu rồi.	Bah, I'm no tracker.	4		0
vo_eny_eny_	static_00_	squad_investigate_talk_05	vo_eny_eny_static_00_squad_investigate_talk_05	omuk	hambo	Static	tense	squad serches the area, commenting on things	Có ai thấy chúng không?	Anyone see them?	3		0
vo_eny_eny_	static_00_	squad_investigate_talk_06	vo_eny_eny_static_00_squad_investigate_talk_06	omuk	hambo	Static	nervous	squad serches the area, commenting on things	Chúng không thể biến mất rồi…	They can't have vanished…	4		0
vo_eny_eny_	static_00_	squad_investigate_talk_07	vo_eny_eny_static_00_squad_investigate_talk_07	omuk	hambo	Static	nervous	squad serches the area, commenting on things	Agh… Chúng ta đang đi săn ma hả?	Agh… Are we hunting ghosts?!	5		0
vo_eny_eny_	static_00_	squad_investigate_talk_08	vo_eny_eny_static_00_squad_investigate_talk_08	omuk	hambo	Static	focussed	squad serches the area, commenting on things	Chúng ta đang tìm cái khỉ gì vậy?	What are we looking for?	5		0
vo_eny_eny_	static_00_	squad_investigate_talk_09	vo_eny_eny_static_00_squad_investigate_talk_09	omuk	hambo	Static	focussed	squad serches the area, commenting on things	Có chắc là họ bảo thấy cái gì đó không?	Are you sure you saw something?	6		0
vo_eny_eny_	static_00_	talk_geisha_00	vo_eny_eny_static_00_talk_geisha_00	omuk		Static	annoyed	is approached by Geisha (Excuse me …)	Gì thế?	What?	1		0
vo_eny_eny_	static_00_	talk_geisha_01	vo_eny_eny_static_00_talk_geisha_01	omuk		Static	annoyed	is approached by Geisha (Excuse me …)	Có hả?	Yes?	1		0
vo_eny_eny_	static_00_	talk_geisha_02	vo_eny_eny_static_00_talk_geisha_02	omuk		Static	annoyed	is approached by Geisha (Excuse me …)	Nó là cái gì?	What is it?	3		0
vo_eny_eny_	static_00_	talk_geisha_03	vo_eny_eny_static_00_talk_geisha_03	omuk		Static	annoyed	is approached by Geisha (Excuse me …)	Làm lẹ lên.	Make it quick.	3		0
vo_eny_eny_	static_00_	talk_geisha_04	vo_eny_eny_static_00_talk_geisha_04	omuk		Static	annoyed	is approached by Geisha (Excuse me …)	Cái gì? Anh đang bận.	What? I am busy.	4		0
vo_eny_eny_	static_00_	talk_geisha_leave_00	vo_eny_eny_static_00_talk_geisha_leave_00	omuk		Static	annoyed	is left by Geisha (I thank you. Farewell ...)	Đúng, đúng đúng. Đi đi.	Yes, yes yes. Move on.	5		0
vo_eny_eny_	static_00_	talk_geisha_leave_01	vo_eny_eny_static_00_talk_geisha_leave_01	omuk		Static	annoyed	is left by Geisha (I thank you. Farewell ...)	Phù! Quay về với nhiệm vụ nào	Finally! Back to duty	4		0
vo_eny_eny_	static_00_	talk_geisha_leave_02	vo_eny_eny_static_00_talk_geisha_leave_02	omuk		Static	annoyed	is left by Geisha (I thank you. Farewell ...)	Quá mất thời gian.	It took long enough.	4		0
vo_eny_eny_	static_00_	talk_geisha_leave_03	vo_eny_eny_static_00_talk_geisha_leave_03	omuk		Static	annoyed	is left by Geisha (I thank you. Farewell ...)	Tốt lắm! Giờ tránh xa anh ra.	Good! Now, leave me be.	5		0
vo_eny_eny_	static_00_	talk_geisha_leave_04	vo_eny_eny_static_00_talk_geisha_leave_04	omuk		Static	annoyed	is left by Geisha (I thank you. Farewell ...)	Thật lãng phí thời gian.	What a waste of time.	5		0
vo_eny_eny_	static_00_	talk_geisha_leave_05	vo_eny_eny_static_00_talk_geisha_leave_05	omuk		Static	annoyed	is left by Geisha (I thank you. Farewell ...)	Ugh, không thể tin được.	Ugh, unbelievable.	2		0
vo_gothic_gothic_	static_00_	talk_idle_00	vo_gothic_gothic_static_00_talk_idle_00	omuk		Static	relaxed	(sound) humming tune			0		0
vo_gothic_gothic_	static_00_	talk_idle_01	vo_gothic_gothic_static_00_talk_idle_01	omuk		Static	sneezing	(sound) sneeze			0		0
vo_gothic_gothic_	static_00_	talk_idle_02	vo_gothic_gothic_static_00_talk_idle_02	omuk		Static		(sound) yawn			0		0
vo_gothic_gothic_	static_00_	talk_idle_03	vo_gothic_gothic_static_00_talk_idle_03	omuk		Static	in thought	makes noise on duty	Hm!	Hm!	1		0
vo_gothic_gothic_	static_00_	talk_idle_04	vo_gothic_gothic_static_00_talk_idle_04	omuk		Static	in thought	makes noise on duty	Hmm…	Hmm…	1		0
vo_gothic_gothic_	static_00_	talk_idle_05	vo_gothic_gothic_static_00_talk_idle_05	omuk		Static	in thought	makes noise on duty	Hm, vâng.	Hmm, yes…	2		0
vo_gothic_gothic_	static_00_	talk_idle_06	vo_gothic_gothic_static_00_talk_idle_06	omuk		Static	relaxed	makes noise on duty (long exhale)	Ugh…	Ugh…	1		0
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_00	vo_gothic_gothic_static_00_talk_idle_battle_calm_00	omuk		Static	tense	makes noise on duty (mumbling)	Bọn tao sẽ thắng.	We will win.	3		0
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_01	vo_gothic_gothic_static_00_talk_idle_battle_calm_01	omuk		Static	tense	makes noise on duty (mumbling)	Hmph. Nguyền rủa lũ Mạc chúa.	Oh…curse the Shogun.	3		0
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_02	vo_gothic_gothic_static_00_talk_idle_battle_calm_02	omuk		Static	tense	makes noise on duty (mumbling)	Ngắm chuẩn vào!	Aim true…	2		0
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_03	vo_gothic_gothic_static_00_talk_idle_battle_calm_03	omuk		Static	nervous	makes noise on duty (shivering from stress)	…agh!	…agh!	1		0
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_04	vo_gothic_gothic_static_00_talk_idle_battle_calm_04	omuk		Static	tense	makes noise on duty (mumbling)	Chết trong vinh quang…	Honor in death…	3		0
vo_gothic_gothic_	static_00_	talk_idle_battle_05	vo_gothic_gothic_static_00_talk_idle_battle_05	omuk		Static	rush of battle	makes noise in battle	Thay đạn!	Reloading!	1		0
vo_gothic_gothic_	static_00_	talk_idle_battle_06	vo_gothic_gothic_static_00_talk_idle_battle_06	omuk		Static	rush of battle	makes noise in battle	Tao thay đạn!	I'm reloading!	2		0
vo_gothic_gothic_	static_00_	talk_idle_battle_07	vo_gothic_gothic_static_00_talk_idle_battle_07	omuk		Static	rush of battle	makes noise in battle	Yểm trợ tao!	Cover me!	2		0
vo_gothic_gothic_	static_00_	talk_idle_battle_08	vo_gothic_gothic_static_00_talk_idle_battle_08	omuk		Static	rush of battle	makes noise in battle	Chết đi, Mạc Phủ cặn bã!	Die, Shogunate scum!	3		0
vo_gothic_gothic_	static_00_	talk_idle_battle_09	vo_gothic_gothic_static_00_talk_idle_battle_09	omuk		Static	rush of battle	makes noise in battle	Giữ vững thành!	Hold the castle!	3		0
vo_gothic_gothic_	static_00_	talk_idle_battle_10	vo_gothic_gothic_static_00_talk_idle_battle_10	omuk		Static	rush of battle	makes noise in battle	Đẩy chúng lùi lại!	Push them back!	3		0
vo_gothic_gothic_	static_00_	talk_idle_battle_11	vo_gothic_gothic_static_00_talk_idle_battle_11	omuk		Static	rush of battle	makes noise in battle	Rút quân!	Retreat!	1		0
vo_gothic_gothic_	static_00_	talk_idle_battle_12	vo_gothic_gothic_static_00_talk_idle_battle_12	omuk		Static	rush of battle	makes noise in battle	Lui quân!	Fall back!	2		0
vo_gothic_gothic_	static_00_	talk_idle_battle_13	vo_gothic_gothic_static_00_talk_idle_battle_13	omuk		Static	rush of battle	makes noise in battle	Chỉ huy đã chết!	Officer dead!	2		0
vo_gothic_gothic_	static_00_	talk_idle_daimyo_00	vo_gothic_gothic_static_00_talk_idle_daimyo_00	omuk		Static	dutiful	makes noise on duty (mumbling)	Vì lãnh chúa Yabu.	For Lord Yabu.	3		0
vo_gothic_gothic_	static_00_	talk_idle_general_00	vo_gothic_gothic_static_00_talk_idle_general_00	omuk		Static	dutiful	makes noise on duty (mumbling)	Vì lãnh cháu Okkoto.	For Lord Okkoto.	3		0
vo_gothic_gothic_	static_00_	talk_idle_kagesama_00	vo_gothic_gothic_static_00_talk_idle_kagesama_00	omuk		Static	dutiful	makes noise on duty (mumbling)	Vì Kage-sama.	For Kage-sama.	2		0
vo_gothic_gothic_	static_00_	talk_idle_kagesama_01	vo_gothic_gothic_static_00_talk_idle_kagesama_01	omuk		Static	dutiful	makes noise on duty (mumbling)	Vì lãnh chúa Noboru.	For Lord Noboru.	3		0
vo_gothic_gothic_	static_00_	talk_idle_night_00	vo_gothic_gothic_static_00_talk_idle_night_00	omuk		Static	tired	makes noise on duty (mumbling)	Mmm…sa kê.	Mmm…sake.	1		0
