2,3,9													
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	EN	CEN	JP	CDE
vo_gothic_gothic_	civilian_01_	talk_npc_08	vo_gothic_gothic_civilian_01_talk_npc_08	omuk		Civilian F	concerned	dialog without topic	Đó là cái mộ mới…	This is grave news…	4		0
vo_gothic_gothic_	civilian_01_	talk_npc_09	vo_gothic_gothic_civilian_01_talk_npc_09	omuk		Civilian F	unconcerned	dialog without topic	Oh, sẽ qua thôi.	Oh, it will pass.	4		0
vo_gothic_gothic_	civilian_01_	talk_npc_10	vo_gothic_gothic_civilian_01_talk_npc_10	omuk		Civilian F	afraid	dialog without topic	Đó là những gì tôi nghe được.	That's what I heard at least.	6		0
vo_gothic_gothic_	civilian_01_	talk_npc_11	vo_gothic_gothic_civilian_01_talk_npc_11	omuk		Civilian F	afraid	dialog without topic	Hush…đừng nói to quá!	Hush…don't speak too loud!	4		0
vo_gothic_gothic_	civilian_01_	talk_npc_12	vo_gothic_gothic_civilian_01_talk_npc_12	omuk		Civilian F	afraid	dialog without topic	Đừng nó gì cả, nghe đi!	Don't say anything, you hear!	5		0
vo_gothic_gothic_	civilian_01_	talk_npc_13	vo_gothic_gothic_civilian_01_talk_npc_13	omuk		Civilian F	afraid	dialog without topic	Aww, sao chúng lại làm thế?	Aww, why did they do that?	6		0
vo_gothic_gothic_	civilian_01_	talk_npc_14	vo_gothic_gothic_civilian_01_talk_npc_14	omuk		Civilian F	afraid	dialog without topic	Rồi chuyện gì đã xảy ra?	What happened then?	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_confirm_00	vo_gothic_gothic_civilian_01_talk_npc_confirm_00	omuk		Civilian F	submissive	receives orders	Vâng thưa ngài.	Yes, my lord.	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_confirm_01	vo_gothic_gothic_civilian_01_talk_npc_confirm_01	omuk		Civilian F	submissive	receives orders	Tôi đã hiểu.	I understand.	2		0
vo_gothic_gothic_	civilian_01_	talk_npc_confirm_02	vo_gothic_gothic_civilian_01_talk_npc_confirm_02	omuk		Civilian F	submissive	receives orders	Vâng dĩ nhiên.	Y-yes, of course.	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_confirm_03	vo_gothic_gothic_civilian_01_talk_npc_confirm_03	omuk		Civilian F	submissive	receives orders	Đã rõ.	Understood.	1		0
vo_gothic_gothic_	civilian_01_	talk_npc_confirm_04	vo_gothic_gothic_civilian_01_talk_npc_confirm_04	omuk		Civilian F	submissive	receives orders	Như ngài muốn.	As you wish.	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_confirm_05	vo_gothic_gothic_civilian_01_talk_npc_confirm_05	omuk		Civilian F	submissive	receives orders	Như lệnh của ngài.	As you command.	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_bathhouse_gossip_00	vo_gothic_gothic_civilian_01_talk_npc_bathhouse_gossip_00	omuk		Civilian F	submissive	receives orders	Thời khắc đen tối.	Dark times.	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_bathhouse_gossip_01	vo_gothic_gothic_civilian_01_talk_npc_bathhouse_gossip_01	omuk		Civilian F	submissive	receives orders	Con trai Mạc Chúa đã bị sát hại.	The Shogun's son has been murdered.	2		0
vo_gothic_gothic_	civilian_01_	talk_npc_bathhouse_gossip_02	vo_gothic_gothic_civilian_01_talk_npc_bathhouse_gossip_02	omuk		Civilian F	submissive	receives orders	Không an toàn để ra khỏi nhà.	It is not safe to go outside.	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_bathhouse_gossip_03	vo_gothic_gothic_civilian_01_talk_npc_bathhouse_gossip_03	omuk		Civilian F	submissive	receives orders	Tôi nghe Mạc Chúa đang tới Kyōto.	I hear the Shogun is on his way to Kyōto.	1		0
vo_gothic_gothic_	civilian_01_	talk_npc_bathhouse_gossip_04	vo_gothic_gothic_civilian_01_talk_npc_bathhouse_gossip_04	omuk		Civilian F	submissive	receives orders	Họ đang truy lùng kẻ giết người.	They are looking for the killers.	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_bathhouse_gossip_05	vo_gothic_gothic_civilian_01_talk_npc_bathhouse_gossip_05	omuk		Civilian F	submissive	receives orders	Con lãnh chúa Noboru ở đây.	Lord Noboru's son is here.	3		0
vo_gothic_gothic_	civilian_01_	talk_npc_bathhouse_gossip_06	vo_gothic_gothic_civilian_01_talk_npc_bathhouse_gossip_06	omuk		Civilian F	submissive	receives orders	Nếu tôi là cậu, tôi sẽ tránh xa mấy cái hẻm tối.	If I were you, I'd keep away from dark alleys.	3		0
vo_eny_eny_	civilian_01_	urinate_00	vo_eny_eny_civilian_01_urinate_00	omuk		Civilian F		unused, don't record			0		0
vo_eny_eny_	civilian_01_	whimper_00	vo_eny_eny_civilian_01_whimper_00	omuk		Civilian F		(sound) fearful whimper			0		0
vo_eny_eny_	civilian_01_	whistle_00	vo_eny_eny_civilian_01_whistle_00	omuk		Civilian F		(sound) whistles a tune			0		0
vo_eny_eny_	civilian_01_	wipesweat_00	vo_eny_eny_civilian_01_wipesweat_00	omuk		Civilian F		(sound) wipe swat from brow during hard work			0		0
vo_eny_eny_	civilian_01_	yawn_00	vo_eny_eny_civilian_01_yawn_00	omuk		Civilian F		(sound) yawn			0		0
													
									WORDCOUNT EN:	WORDCOUNT EN:	444	WORDCOUNT DE:	0
